date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:35	27136/27136	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2012:03:34%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/contact.html	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/contact.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:35	24391/24391	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2012:03:35%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/login.html	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/login.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:36	564/564	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2012:03:35%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/products-1.html	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/products-1.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:38	187418/187418	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/banner4.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/banner4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:38	213130/213130	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/banner5.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/banner5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:39	14227/14227	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d1.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:39	12938/12938	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d2.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:40	67716/67716	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d3.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:41	68766/68766	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d4.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:41	44320/44320	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d6.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d6.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:42	106397/106397	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d5.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:43	16830/16830	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d8.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d8.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:43	114738/114738	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d7.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d7.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:43	7807/7807	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d9.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d9.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:44	19144/19144	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d10.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d10.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:44	16685/16685	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d11.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d11.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:44	8318/8318	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d12.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d12.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:45	40352/40352	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d13.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d13.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:45	51539/51539	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d15.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d15.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:45	61656/61656	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d14.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d14.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:46	71178/71178	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d17.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d17.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:46	55981/55981	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d16.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/d16.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:46	20721/20721	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-1.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:46	564/564	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2012:03:46%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/ecommerce.html	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/ecommerce.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:47	20051/20051	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-2.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:47	16672/16672	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-3.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:48	23563/23563	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-4.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/shop-4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:53	123639/123639	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team2.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:53	195961/195961	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team3.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:53	172593/172593	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team4.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:53	172550/172550	---M--	200	added ('OK')	image/jpeg	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team1.jpg	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/images/team1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:53	69917/69917	---M-Z	200	added ('OK')	application/javascript	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/jquery-3.3.1.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:54	692/692	---M-Z	200	added ('OK')	application/javascript	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/theme-change.js	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/theme-change.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:54	103378/103378	---M-Z	200	added ('OK')	application/javascript	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/minicart.js	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/minicart.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:54	90057/90057	---M-Z	200	added ('OK')	application/javascript	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/owl.carousel.js	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/owl.carousel.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:54	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/jquery.magnific-popup.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:55	60091/60091	---M-Z	200	added ('OK')	application/javascript	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/js/bootstrap.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Apr%202022%2012:03:56%20GMT	http://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/falguni/a.vdo.ai/core/v-w3layouts/vdo.ai.33.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:33:57	14396/14396	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Apr%202022%2012:02:48%20GMT	https://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/falguni/a.vdo.ai/core/v-w3layouts/vdo.ai.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/index.html)
17:34:00	78472/78472	---M--	200	added ('OK')	font/woff2	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/webfonts/fa-brands-400.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/css/style-liberty.css)
17:34:00	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221638871549%22	https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/falguni/demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/webfonts/fa-brands-400.eot	(from https://demo.w3layouts.com/demos_new/template_demo/07-12-2021/shoppykart-liberty-demo_Free/1589417704/web/assets/css/style-liberty.css)
